,Phone,Area_Code,State,Churn,Intl_Plan,Vmail_Plan,CustServ_Calls,Vmail_Message,Account_Length,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,Total_Mins,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,Day_Charge,Eve_Charge,Night_Charge,Intl_Charge,Total_Calls,Total_Charge,Avg_Daily_Charge,Avg_Cost_Per_Minute,Avg_Minutes_Per_Call,Avg_Cost_Per_Call,Day_Mins_to_Total,Eve_Mins_to_Total,Night_Mins_to_Total,Intl_Mins_to_Total,Day_Charge_to_Total,Eve_Charge_to_Total,Night_Charge_to_Total,Intl_Charge_to_Total,Care_Status,Total_Charge_Over_70
2686,404-3105,415,NV,no,no,yes,2,44,92,152.0,274.9,162.4,10.0,599.3,95,73,121,1,25.84,23.37,7.31,2.7,290,59.22,0.64,0.1,2.07,0.2,25.36,45.87,27.1,1.67,43.63,39.46,12.34,4.56,high,no
2687,390-9735,415,MN,yes,yes,yes,1,29,125,260.8,163.7,271.7,17.0,713.2,81,112,117,6,44.34,13.91,12.23,4.59,316,75.07,0.6,0.11,2.26,0.24,36.57,22.95,38.1,2.38,59.06,18.53,16.29,6.11,low,yes
2688,350-4820,408,OK,no,no,no,1,0,160,166.4,317.0,160.4,10.0,653.8,117,129,121,2,28.29,26.95,7.22,2.7,369,65.16,0.41,0.1,1.77,0.18,25.45,48.49,24.53,1.53,43.42,41.36,11.08,4.14,low,no
2689,383-8807,415,KS,no,no,no,0,0,79,177.9,167.3,223.7,15.2,584.1,83,84,142,8,30.24,14.22,10.07,4.1,317,58.63,0.74,0.1,1.84,0.18,30.46,28.64,38.3,2.6,51.58,24.25,17.18,6.99,none,no
2690,366-8382,415,RI,no,no,no,3,0,36,235.1,196.8,259.7,7.0,698.6,97,104,110,7,39.97,16.73,11.69,1.89,318,70.28,1.95,0.1,2.2,0.22,33.65,28.17,37.17,1.0,56.87,23.8,16.63,2.69,critical,yes
2691,402-9704,415,DC,no,no,no,2,0,102,186.8,173.7,250.9,9.7,621.1,92,123,131,4,31.76,14.76,11.29,2.62,350,60.43,0.59,0.1,1.77,0.17,30.08,27.97,40.4,1.56,52.56,24.42,18.68,4.34,high,no
2692,405-2209,408,IL,no,yes,no,1,0,138,268.4,174.4,193.5,11.6,647.9,81,115,96,4,45.63,14.82,8.71,3.13,296,72.29,0.52,0.11,2.19,0.24,41.43,26.92,29.87,1.79,63.12,20.5,12.05,4.33,low,yes
2693,397-3939,510,UT,no,no,no,3,0,164,192.1,249.8,132.6,7.3,581.8,95,94,100,3,32.66,21.23,5.97,1.97,292,61.83,0.38,0.11,1.99,0.21,33.02,42.94,22.79,1.25,52.82,34.34,9.66,3.19,critical,no
2694,343-2689,415,MN,yes,no,no,0,0,125,240.7,269.4,187.1,10.1,707.3,82,85,74,3,40.92,22.9,8.42,2.73,244,74.97,0.6,0.11,2.9,0.31,34.03,38.09,26.45,1.43,54.58,30.55,11.23,3.64,none,yes
2695,383-9448,408,WI,no,no,no,2,0,72,179.9,149.8,168.2,9.8,507.7,113,112,79,7,30.58,12.73,7.57,2.65,311,53.53,0.74,0.11,1.63,0.17,35.43,29.51,33.13,1.93,57.13,23.78,14.14,4.95,high,no
2696,359-6232,415,MI,yes,no,no,3,0,74,314.1,222.4,259.0,12.3,807.8,86,99,121,5,53.4,18.9,11.66,3.32,311,87.28,1.18,0.11,2.6,0.28,38.88,27.53,32.06,1.52,61.18,21.65,13.36,3.8,critical,yes
2697,369-9772,415,MI,no,no,yes,0,41,134,162.0,324.7,160.1,11.9,658.7,82,77,112,5,27.54,27.6,7.2,3.21,276,65.55,0.49,0.1,2.39,0.24,24.59,49.29,24.31,1.81,42.01,42.11,10.98,4.9,none,no
2698,381-7003,415,MA,no,no,no,1,0,145,175.8,274.3,226.6,12.4,689.1,89,119,69,4,29.89,23.32,10.2,3.35,281,66.76,0.46,0.1,2.45,0.24,25.51,39.81,32.88,1.8,44.77,34.93,15.28,5.02,low,no
2699,352-6732,510,AL,no,no,no,0,0,136,109.4,207.5,135.0,11.6,463.5,91,111,107,5,18.6,17.64,6.08,3.13,314,45.45,0.33,0.1,1.48,0.14,23.6,44.77,29.13,2.5,40.92,38.81,13.38,6.89,none,no
2700,388-7540,510,SC,yes,no,no,3,0,209,255.1,230.6,218.0,8.5,712.2,124,110,69,5,43.37,19.6,9.81,2.3,308,75.08,0.36,0.11,2.31,0.24,35.82,32.38,30.61,1.19,57.77,26.11,13.07,3.06,critical,yes
2701,356-3333,415,WI,no,yes,no,3,0,66,208.7,173.3,264.7,8.3,655.0,84,88,107,3,35.48,14.73,11.91,2.24,282,64.36,0.98,0.1,2.32,0.23,31.86,26.46,40.41,1.27,55.13,22.89,18.51,3.48,critical,no
2702,333-9664,510,VT,no,no,yes,1,20,152,214.6,96.6,170.7,7.9,489.8,108,82,145,5,36.48,8.21,7.68,2.13,340,54.5,0.36,0.11,1.44,0.16,43.81,19.72,34.85,1.61,66.94,15.06,14.09,3.91,low,no
2703,363-3763,408,CT,no,no,no,1,0,162,49.2,143.9,203.0,12.1,408.2,121,136,97,13,8.36,12.23,9.14,3.27,367,33.0,0.2,0.08,1.11,0.09,12.05,35.25,49.73,2.96,25.33,37.06,27.7,9.91,low,no
2704,345-7900,510,OR,no,no,no,2,0,72,141.3,134.9,227.5,11.2,514.9,133,96,97,3,24.02,11.47,10.24,3.02,329,48.75,0.68,0.09,1.57,0.15,27.44,26.2,44.18,2.18,49.27,23.53,21.01,6.19,high,no
2705,400-5511,415,HI,no,no,no,4,0,101,253.2,237.9,154.3,9.7,655.1,89,114,85,7,43.04,20.22,6.94,2.62,295,72.82,0.72,0.11,2.22,0.25,38.65,36.32,23.55,1.48,59.1,27.77,9.53,3.6,critical,yes
2706,381-7597,415,WV,no,no,no,0,0,125,206.0,198.1,135.9,13.2,553.2,128,71,116,3,35.02,16.84,6.12,3.56,318,61.54,0.49,0.11,1.74,0.19,37.24,35.81,24.57,2.39,56.91,27.36,9.94,5.78,none,no
2707,404-9775,408,RI,no,no,no,2,0,46,40.4,172.4,145.1,9.0,366.9,105,83,89,2,6.87,14.65,6.53,2.43,279,30.48,0.66,0.08,1.32,0.11,11.01,46.99,39.55,2.45,22.54,48.06,21.42,7.97,high,no
2708,389-4608,408,MI,yes,no,no,1,0,132,291.2,234.2,191.7,8.9,726.0,104,132,87,3,49.5,19.91,8.63,2.4,326,80.44,0.61,0.11,2.23,0.25,40.11,32.26,26.4,1.23,61.54,24.75,10.73,2.98,low,yes
2709,403-1742,415,ME,no,no,yes,0,31,193,71.2,124.7,155.5,11.7,363.1,58,105,108,3,12.1,10.6,7.0,3.16,274,32.86,0.17,0.09,1.33,0.12,19.61,34.34,42.83,3.22,36.82,32.26,21.3,9.62,none,no
2710,328-9797,510,WV,yes,no,no,0,0,63,261.8,245.0,202.1,14.7,723.6,69,135,94,4,44.51,20.83,9.09,3.97,302,78.4,1.24,0.11,2.4,0.26,36.18,33.86,27.93,2.03,56.77,26.57,11.59,5.06,none,yes
2711,359-9223,510,NE,no,no,no,1,0,124,191.3,261.5,182.3,10.0,645.1,134,113,111,3,32.52,22.23,8.2,2.7,361,65.65,0.53,0.1,1.79,0.18,29.65,40.54,28.26,1.55,49.54,33.86,12.49,4.11,low,no
2712,336-7696,415,DC,no,no,no,0,0,144,133.3,255.5,228.6,11.6,629.0,101,127,68,2,22.66,21.72,10.29,3.13,298,57.8,0.4,0.09,2.11,0.19,21.19,40.62,36.34,1.84,39.2,37.58,17.8,5.42,none,no
2713,369-2214,408,NH,no,no,yes,2,24,116,183.6,203.8,166.9,6.0,560.3,138,90,89,3,31.21,17.32,7.51,1.62,320,57.66,0.5,0.1,1.75,0.18,32.77,36.37,29.79,1.07,54.13,30.04,13.02,2.81,high,no
2714,411-1325,415,MD,no,no,yes,1,30,189,155.2,195.5,170.1,15.4,536.2,116,50,108,6,26.38,16.62,7.65,4.16,280,54.81,0.29,0.1,1.91,0.2,28.94,36.46,31.72,2.87,48.13,30.32,13.96,7.59,low,no
2715,410-7553,408,NH,no,no,yes,1,28,97,283.1,185.4,312.8,6.1,787.4,93,98,78,8,48.13,15.76,14.08,1.65,277,79.62,0.82,0.1,2.84,0.29,35.95,23.55,39.73,0.77,60.45,19.79,17.68,2.07,low,yes
2716,376-4284,510,WV,no,no,yes,2,50,137,186.5,178.0,215.6,12.1,592.2,94,106,100,4,31.71,15.13,9.7,3.27,304,59.81,0.44,0.1,1.95,0.2,31.49,30.06,36.41,2.04,53.02,25.3,16.22,5.47,high,no
2717,334-2800,415,IL,no,no,yes,0,38,142,163.3,136.0,249.1,4.3,552.7,104,114,127,6,27.76,11.56,11.21,1.16,351,51.69,0.36,0.09,1.57,0.15,29.55,24.61,45.07,0.78,53.7,22.36,21.69,2.24,none,no
2718,369-1904,510,OK,no,no,no,1,0,84,203.4,182.9,213.7,13.8,613.8,125,88,121,2,34.58,15.55,9.62,3.73,336,63.48,0.76,0.1,1.83,0.19,33.14,29.8,34.82,2.25,54.47,24.5,15.15,5.88,low,no
2719,359-3833,415,NH,no,no,yes,1,19,119,178.1,212.8,226.3,10.0,627.2,110,100,123,6,30.28,18.09,10.18,2.7,339,61.25,0.51,0.1,1.85,0.18,28.4,33.93,36.08,1.59,49.44,29.53,16.62,4.41,low,no
2720,348-5569,415,MI,no,no,no,1,0,158,195.9,89.1,302.2,10.3,597.5,103,95,82,3,33.3,7.57,13.6,2.78,283,57.25,0.36,0.1,2.11,0.2,32.79,14.91,50.58,1.72,58.17,13.22,23.76,4.86,low,no
2721,342-1960,415,ND,no,no,no,1,0,50,295.3,127.4,166.8,9.6,599.1,127,100,105,6,50.2,10.83,7.51,2.59,338,71.13,1.42,0.12,1.77,0.21,49.29,21.27,27.84,1.6,70.58,15.23,10.56,3.64,low,yes
2722,352-9050,408,LA,no,no,no,2,0,98,136.1,156.3,158.8,10.1,461.3,82,118,83,5,23.14,13.29,7.15,2.73,288,46.31,0.47,0.1,1.6,0.16,29.5,33.88,34.42,2.19,49.97,28.7,15.44,5.9,high,no
2723,390-5316,415,HI,no,no,yes,2,24,101,114.1,161.5,176.3,13.0,464.9,95,86,90,9,19.4,13.73,7.93,3.51,280,44.57,0.44,0.1,1.66,0.16,24.54,34.74,37.92,2.8,43.53,30.81,17.79,7.88,high,no
2724,418-8568,415,NJ,yes,no,no,2,0,182,279.1,180.5,217.5,9.5,686.6,124,108,104,11,47.45,15.34,9.79,2.57,347,75.15,0.41,0.11,1.98,0.22,40.65,26.29,31.68,1.38,63.14,20.41,13.03,3.42,high,yes
2725,401-4844,408,WV,no,no,no,0,0,51,169.3,139.5,197.0,12.0,517.8,111,69,87,3,28.78,11.86,8.87,3.24,270,52.75,1.03,0.1,1.92,0.2,32.7,26.94,38.05,2.32,54.56,22.48,16.82,6.14,none,no
2726,376-5471,510,NC,no,no,no,2,0,117,214.4,138.0,148.7,9.9,511.0,94,149,102,1,36.45,11.73,6.69,2.67,346,57.54,0.49,0.11,1.48,0.17,41.96,27.01,29.1,1.94,63.35,20.39,11.63,4.64,high,no
2727,409-2917,415,PA,no,yes,no,0,0,92,255.8,142.7,181.2,11.7,591.4,125,111,101,3,43.49,12.13,8.15,3.16,340,66.93,0.73,0.11,1.74,0.2,43.25,24.13,30.64,1.98,64.98,18.12,12.18,4.72,none,no
2728,369-6308,408,MI,no,no,no,2,0,86,148.2,285.1,166.4,6.2,605.9,71,91,155,3,25.19,24.23,7.49,1.67,320,58.58,0.68,0.1,1.89,0.18,24.46,47.05,27.46,1.02,43.0,41.36,12.79,2.85,high,no
2729,357-7385,415,WY,no,no,no,2,0,122,119.3,223.9,211.9,8.7,563.8,93,103,122,4,20.28,19.03,9.54,2.35,322,51.2,0.42,0.09,1.75,0.16,21.16,39.71,37.58,1.54,39.61,37.17,18.63,4.59,high,no
2730,405-7119,408,NJ,no,no,yes,1,27,156,192.3,199.9,244.2,14.8,651.2,137,115,112,8,32.69,16.99,10.99,4.0,372,64.67,0.41,0.1,1.75,0.17,29.53,30.7,37.5,2.27,50.55,26.27,16.99,6.19,low,no
2731,405-3309,510,NJ,yes,no,no,0,0,127,245.2,217.2,243.1,13.9,719.4,91,92,128,6,41.68,18.46,10.94,3.75,317,74.83,0.59,0.1,2.27,0.24,34.08,30.19,33.79,1.93,55.7,24.67,14.62,5.01,none,yes
2732,384-4938,408,NC,yes,yes,no,5,0,130,216.2,363.7,126.7,16.9,723.5,106,86,123,2,36.75,30.91,5.7,4.56,317,77.92,0.6,0.11,2.28,0.25,29.88,50.27,17.51,2.34,47.16,39.67,7.32,5.85,critical,yes
2733,377-2725,408,NM,no,no,no,2,0,158,172.4,256.6,235.3,0.0,664.3,114,69,104,0,29.31,21.81,10.59,0.0,287,61.71,0.39,0.09,2.31,0.22,25.95,38.63,35.42,0.0,47.5,35.34,17.16,0.0,high,no
2734,405-6398,510,MS,no,yes,yes,1,30,145,175.3,153.3,233.6,11.1,573.3,107,116,85,3,29.8,13.03,10.51,3.0,311,56.34,0.39,0.1,1.84,0.18,30.58,26.74,40.75,1.94,52.89,23.13,18.65,5.32,low,no
2735,355-9366,415,TX,yes,yes,yes,0,26,90,169.0,188.8,213.3,13.3,584.4,104,104,76,3,28.73,16.05,9.6,3.59,287,57.97,0.64,0.1,2.04,0.2,28.92,32.31,36.5,2.28,49.56,27.69,16.56,6.19,none,no
2736,403-1128,510,OK,no,no,yes,3,27,127,2.6,254.0,242.7,9.2,508.5,113,102,156,5,0.44,21.59,10.92,2.48,376,35.43,0.28,0.07,1.35,0.09,0.51,49.95,47.73,1.81,1.24,60.94,30.82,7.0,critical,no
2737,384-9682,415,ID,no,no,no,1,0,109,184.1,211.7,243.0,9.9,648.7,143,105,116,2,31.3,17.99,10.93,2.67,366,62.89,0.58,0.1,1.77,0.17,28.38,32.63,37.46,1.53,49.77,28.61,17.38,4.25,low,no
2738,352-5393,415,AL,no,no,no,1,0,88,181.9,151.5,143.0,7.5,483.9,90,87,100,3,30.92,12.88,6.44,2.03,280,52.27,0.59,0.11,1.73,0.19,37.59,31.31,29.55,1.55,59.15,24.64,12.32,3.88,low,no
2739,395-1229,510,WY,no,no,yes,0,9,101,160.1,210.0,139.1,10.8,520.0,116,121,65,9,27.22,17.85,6.26,2.92,311,54.25,0.54,0.1,1.67,0.17,30.79,40.38,26.75,2.08,50.18,32.9,11.54,5.38,none,no
2740,361-9195,510,HI,no,no,no,0,0,171,189.8,173.7,257.1,10.3,630.9,122,85,84,1,32.27,14.76,11.57,2.78,292,61.38,0.36,0.1,2.16,0.21,30.08,27.53,40.75,1.63,52.57,24.05,18.85,4.53,none,no
2741,351-6366,415,VA,no,no,no,1,0,21,223.2,216.5,214.7,12.4,666.8,142,114,111,2,37.94,18.4,9.66,3.35,369,69.35,3.3,0.1,1.81,0.19,33.47,32.47,32.2,1.86,54.71,26.53,13.93,4.83,low,no
2742,346-4919,408,WV,no,no,yes,2,31,145,216.0,225.1,234.7,10.7,686.5,94,123,109,1,36.72,19.13,10.56,2.89,327,69.3,0.48,0.1,2.1,0.21,31.46,32.79,34.19,1.56,52.99,27.6,15.24,4.17,high,no
2743,354-9068,415,DE,no,no,no,2,0,90,198.5,266.6,243.3,8.0,716.4,124,100,80,7,33.75,22.66,10.95,2.16,311,69.52,0.77,0.1,2.3,0.22,27.71,37.21,33.96,1.12,48.55,32.59,15.75,3.11,high,no
2744,369-2743,408,CA,no,no,no,1,0,33,159.5,195.4,102.4,7.1,464.4,115,118,86,7,27.12,16.61,4.61,1.92,326,50.26,1.52,0.11,1.42,0.15,34.35,42.08,22.05,1.53,53.96,33.05,9.17,3.82,low,no
2745,343-1347,408,PA,yes,no,yes,2,40,61,105.0,180.6,174.1,10.2,469.9,78,100,115,2,17.85,15.35,7.83,2.75,295,43.78,0.72,0.09,1.59,0.15,22.35,38.43,37.05,2.17,40.77,35.06,17.88,6.28,high,no
2746,336-5495,415,CO,no,no,no,3,0,107,204.5,162.4,155.0,13.4,535.3,108,110,102,1,34.77,13.8,6.98,3.62,321,59.17,0.55,0.11,1.67,0.18,38.2,30.34,28.96,2.5,58.76,23.32,11.8,6.12,critical,no
2747,376-4292,408,MD,yes,no,no,0,0,147,274.0,231.8,283.6,6.2,795.6,92,82,83,1,46.58,19.7,12.76,1.67,258,80.71,0.55,0.1,3.08,0.31,34.44,29.14,35.65,0.78,57.71,24.41,15.81,2.07,none,yes
2748,391-8677,510,AL,no,no,no,2,0,117,158.7,181.7,177.3,7.7,525.4,84,91,67,10,26.98,15.44,7.98,2.08,252,52.48,0.45,0.1,2.08,0.21,30.21,34.58,33.75,1.47,51.41,29.42,15.21,3.96,high,no
2749,350-7273,415,AL,no,no,no,1,0,95,229.9,202.4,171.4,14.2,617.9,116,110,105,6,39.08,17.2,7.71,3.83,337,67.82,0.71,0.11,1.83,0.2,37.21,32.76,27.74,2.3,57.62,25.36,11.37,5.65,low,no
2750,400-6454,510,KS,no,no,no,1,0,186,137.8,187.7,146.4,8.7,480.6,97,118,85,6,23.43,15.95,6.59,2.35,306,48.32,0.26,0.1,1.57,0.16,28.67,39.06,30.46,1.81,48.49,33.01,13.64,4.86,low,no
2751,422-3052,415,MI,no,no,no,0,0,128,179.4,270.4,191.0,7.9,648.7,94,92,88,4,30.5,22.98,8.59,2.13,278,64.2,0.5,0.1,2.33,0.23,27.66,41.68,29.44,1.22,47.51,35.79,13.38,3.32,none,no
2752,365-6756,408,AK,no,no,yes,3,39,55,139.3,178.3,246.5,8.1,572.2,101,117,104,1,23.68,15.16,11.09,2.19,323,52.12,0.95,0.09,1.77,0.16,24.34,31.16,43.08,1.42,45.43,29.09,21.28,4.2,critical,no
2753,406-4158,415,OH,no,no,no,2,0,134,7.8,171.4,186.5,12.9,378.6,86,100,80,2,1.33,14.57,8.39,3.48,268,27.77,0.21,0.07,1.41,0.1,2.06,45.27,49.26,3.41,4.79,52.47,30.21,12.53,high,no
2754,383-4641,415,IN,no,no,yes,1,23,96,183.1,147.4,350.2,11.3,692.0,88,89,108,7,31.13,12.53,15.76,3.05,292,62.47,0.65,0.09,2.37,0.21,26.46,21.3,50.61,1.63,49.83,20.06,25.23,4.88,low,no
2755,368-5165,415,SC,no,no,no,0,0,107,206.9,262.4,149.3,10.7,629.3,79,117,69,3,35.17,22.3,6.72,2.89,268,67.08,0.63,0.11,2.35,0.25,32.88,41.7,23.72,1.7,52.43,33.24,10.02,4.31,none,no
2756,378-2432,415,KS,no,no,no,2,0,123,140.0,153.7,50.1,12.5,356.3,106,101,87,1,23.8,13.06,2.25,3.38,295,42.49,0.35,0.12,1.21,0.14,39.29,43.14,14.06,3.51,56.01,30.74,5.3,7.95,high,no
2757,362-4159,415,OK,no,no,no,2,0,35,179.2,283.3,285.4,5.8,753.7,59,101,83,7,30.46,24.08,12.84,1.57,250,68.95,1.97,0.09,3.01,0.28,23.78,37.59,37.87,0.77,44.18,34.92,18.62,2.28,high,no
2758,363-7979,408,WI,no,no,no,0,0,74,177.4,240.3,237.3,12.0,667.0,136,104,133,3,30.16,20.43,10.68,3.24,376,64.51,0.87,0.1,1.77,0.17,26.6,36.03,35.58,1.8,46.75,31.67,16.56,5.02,none,no
2759,334-9818,408,IN,no,no,no,1,0,130,115.6,167.8,141.8,12.6,437.8,129,104,124,9,19.65,14.26,6.38,3.4,366,43.69,0.34,0.1,1.2,0.12,26.4,38.33,32.39,2.88,44.98,32.64,14.6,7.78,low,no
2760,352-5787,408,IL,yes,yes,no,0,0,137,237.3,176.7,263.4,14.2,691.6,103,84,81,4,40.34,15.02,11.85,3.83,272,71.04,0.52,0.1,2.54,0.26,34.31,25.55,38.09,2.05,56.78,21.14,16.68,5.39,none,yes
2761,332-3617,415,TN,no,no,no,1,0,88,181.5,187.0,220.3,10.5,599.3,116,119,96,7,30.86,15.9,9.91,2.84,338,59.51,0.68,0.1,1.77,0.18,30.29,31.2,36.76,1.75,51.86,26.72,16.65,4.77,low,no
2762,327-9957,408,DC,no,no,no,3,0,80,51.5,164.0,169.4,9.5,394.4,90,98,80,4,8.76,13.94,7.62,2.57,272,32.89,0.41,0.08,1.45,0.12,13.06,41.58,42.95,2.41,26.63,42.38,23.17,7.81,critical,no
2763,338-7527,408,NC,no,no,yes,3,19,116,155.7,185.4,192.7,8.2,542.0,104,118,116,2,26.47,15.76,8.67,2.21,340,53.11,0.46,0.1,1.59,0.16,28.73,34.21,35.55,1.51,49.84,29.67,16.32,4.16,critical,no
2764,348-8711,510,RI,no,no,yes,2,23,123,245.0,265.0,239.7,14.9,764.6,88,105,108,3,41.65,22.53,10.79,4.02,304,78.99,0.64,0.1,2.52,0.26,32.04,34.66,31.35,1.95,52.73,28.52,13.66,5.09,high,yes
2765,421-3226,415,MS,no,no,no,1,0,120,131.7,163.1,201.1,10.7,506.6,99,109,116,3,22.39,13.86,9.05,2.89,327,48.19,0.4,0.1,1.55,0.15,26.0,32.2,39.7,2.11,46.46,28.76,18.78,6.0,low,no
2766,391-4358,415,VA,no,yes,no,1,0,146,111.1,313.4,215.7,10.5,650.7,126,95,82,6,18.89,26.64,9.71,2.84,309,58.08,0.4,0.09,2.11,0.19,17.07,48.16,33.15,1.61,32.52,45.87,16.72,4.89,low,no
2767,379-2523,510,KY,no,no,yes,3,9,106,88.5,324.8,79.9,8.2,501.4,100,109,86,4,15.05,27.61,3.6,2.21,299,48.47,0.46,0.1,1.68,0.16,17.65,64.78,15.94,1.64,31.05,56.96,7.43,4.56,critical,no
2768,419-2369,408,NV,no,no,yes,1,44,121,116.0,150.1,246.8,12.0,524.9,85,120,98,2,19.72,12.76,11.11,3.24,305,46.83,0.39,0.09,1.72,0.15,22.1,28.6,47.02,2.29,42.11,27.25,23.72,6.92,low,no
2769,382-1227,510,WI,no,no,no,1,0,137,155.5,133.1,253.1,9.1,550.8,81,94,77,2,26.44,11.31,11.39,2.46,254,51.6,0.38,0.09,2.17,0.2,28.23,24.16,45.95,1.65,51.24,21.92,22.07,4.77,low,no
2770,409-5749,408,NH,no,no,yes,2,30,84,106.5,225.7,188.6,5.7,526.5,65,108,61,3,18.11,19.18,8.49,1.54,237,47.32,0.56,0.09,2.22,0.2,20.23,42.87,35.82,1.08,38.27,40.53,17.94,3.25,high,no
2771,362-7951,510,NE,no,no,yes,1,31,67,175.2,199.2,219.8,13.2,607.4,68,73,99,6,29.78,16.93,9.89,3.56,246,60.16,0.9,0.1,2.47,0.24,28.84,32.8,36.19,2.17,49.5,28.14,16.44,5.92,low,no
2772,415-3537,408,WI,yes,no,no,4,0,161,154.7,177.8,172.9,5.9,511.3,84,125,90,2,26.3,15.11,7.78,1.59,301,50.78,0.32,0.1,1.7,0.17,30.26,34.77,33.82,1.15,51.79,29.76,15.32,3.13,critical,no
2773,373-3959,510,NJ,yes,no,yes,2,34,134,247.2,225.5,186.3,6.1,665.1,105,133,76,5,42.02,19.17,8.38,1.65,319,71.22,0.53,0.11,2.08,0.22,37.17,33.9,28.01,0.92,59.0,26.92,11.77,2.32,high,yes
2774,358-1346,415,ME,yes,yes,yes,0,32,62,218.4,236.7,192.2,13.2,660.5,93,132,137,3,37.13,20.12,8.65,3.56,365,69.46,1.12,0.11,1.81,0.19,33.07,35.84,29.1,2.0,53.46,28.97,12.45,5.13,none,no
2775,381-8422,415,WY,no,no,yes,1,24,120,227.5,234.9,166.4,9.0,637.8,81,71,128,13,38.68,19.97,7.49,2.43,293,68.57,0.57,0.11,2.18,0.23,35.67,36.83,26.09,1.41,56.41,29.12,10.92,3.54,low,no
2776,360-9005,408,IN,no,no,yes,0,30,130,185.0,249.5,157.8,7.4,599.7,117,141,103,7,31.45,21.21,7.1,2.0,368,61.76,0.48,0.1,1.63,0.17,30.85,41.6,26.31,1.23,50.92,34.34,11.5,3.24,none,no
2777,344-5967,408,WI,no,no,no,2,0,20,186.8,253.4,273.1,12.3,725.6,89,51,105,6,31.76,21.54,12.29,3.32,251,68.91,3.45,0.09,2.89,0.27,25.74,34.92,37.64,1.7,46.09,31.26,17.83,4.82,high,no
2778,396-6390,415,VT,no,no,no,1,0,68,158.8,211.8,198.1,10.3,579.0,119,105,101,3,27.0,18.0,8.91,2.78,328,56.69,0.83,0.1,1.77,0.17,27.43,36.58,34.21,1.78,47.63,31.75,15.72,4.9,low,no
2779,346-5036,415,CA,no,no,no,0,0,112,208.7,212.8,178.1,8.5,608.1,150,104,98,4,35.48,18.09,8.01,2.3,356,63.88,0.57,0.11,1.71,0.18,34.32,34.99,29.29,1.4,55.54,28.32,12.54,3.6,none,no
2780,328-7252,408,IN,no,no,no,3,0,77,185.9,212.0,282.3,11.3,691.5,95,98,81,4,31.6,18.02,12.7,3.05,278,65.37,0.85,0.09,2.49,0.24,26.88,30.66,40.82,1.63,48.34,27.57,19.43,4.67,critical,no
2781,360-1745,415,SC,no,no,no,2,0,109,222.5,169.7,264.3,9.0,665.5,74,75,94,3,37.83,14.42,11.89,2.43,246,66.57,0.61,0.1,2.71,0.27,33.43,25.5,39.71,1.35,56.83,21.66,17.86,3.65,high,no
2782,358-2046,415,IN,no,no,no,3,0,108,201.1,170.7,237.4,11.6,620.8,101,86,113,3,34.19,14.51,10.68,3.13,303,62.51,0.58,0.1,2.05,0.21,32.39,27.5,38.24,1.87,54.7,23.21,17.09,5.01,critical,no
2783,344-6935,415,IA,no,no,yes,1,17,79,167.9,243.7,211.9,9.1,632.6,114,93,114,2,28.54,20.71,9.54,2.46,323,61.25,0.78,0.1,1.96,0.19,26.54,38.52,33.5,1.44,46.6,33.81,15.58,4.02,low,no
2784,401-9665,408,MD,yes,no,no,3,0,119,239.1,243.5,230.9,10.9,724.4,88,79,92,3,40.65,20.7,10.39,2.94,262,74.68,0.63,0.1,2.76,0.29,33.01,33.61,31.87,1.5,54.43,27.72,13.91,3.94,critical,yes
2785,399-5291,510,MN,yes,no,no,5,0,38,175.7,211.8,137.9,9.2,534.6,109,97,109,3,29.87,18.0,6.21,2.48,318,56.56,1.49,0.11,1.68,0.18,32.87,39.62,25.79,1.72,52.81,31.82,10.98,4.38,critical,no
2786,409-6588,415,AR,yes,no,yes,6,29,109,111.2,263.5,224.7,9.0,608.4,90,98,128,6,18.9,22.4,10.11,2.43,322,53.84,0.49,0.09,1.89,0.17,18.28,43.31,36.93,1.48,35.1,41.6,18.78,4.51,critical,no
2787,358-5721,415,MS,no,no,no,1,0,78,87.7,214.8,201.3,10.8,514.6,74,58,147,6,14.91,18.26,9.06,2.92,285,45.15,0.58,0.09,1.81,0.16,17.04,41.74,39.12,2.1,33.02,40.44,20.07,6.47,low,no
2788,414-7446,415,MN,no,no,no,0,0,134,244.1,246.9,200.0,7.2,698.2,99,111,133,2,41.5,20.99,9.0,1.94,345,73.43,0.55,0.11,2.02,0.21,34.96,35.36,28.65,1.03,56.52,28.59,12.26,2.64,none,yes
2789,329-9517,415,WA,no,no,yes,2,27,47,165.0,127.3,284.4,7.7,584.4,89,118,95,4,28.05,10.82,12.8,2.08,306,53.75,1.14,0.09,1.91,0.18,28.23,21.78,48.67,1.32,52.19,20.13,23.81,3.87,high,no
2790,415-9553,408,MS,no,no,yes,0,27,59,127.4,103.3,164.2,9.1,404.0,110,99,73,3,21.66,8.78,7.39,2.46,285,40.29,0.68,0.1,1.42,0.14,31.53,25.57,40.64,2.25,53.76,21.79,18.34,6.11,none,no
2791,413-3177,415,ID,no,no,no,0,0,151,194.8,292.7,224.6,5.5,717.6,106,103,82,3,33.12,24.88,10.11,1.49,294,69.6,0.46,0.1,2.44,0.24,27.15,40.79,31.3,0.77,47.59,35.75,14.53,2.14,none,no
